,sentiment,negative_reason,text
814,Negative,Others,b nobodi great canada endors guess n nso campaign manag n n xe2 x80 x9chello insert us democrat n nthi gerald butt guy run pm err run campaign trudeau count publicli endors guy elxn43
815,Negative,Others,b nope xe2 x80 x99t give pass xe2 x80 x99 lawyer xe2 x80 x99ve done homework aho kinsellag jwr chooseforward elxn43
816,Negative,Others,b good look elxn43 elexn43 kinsellag
817,Negative,Others,b look great n n cdnpoli trudeaumustgo elxn43
818,Negative,Others,b noth quit like right right crime cpc ppc elxn43
819,Negative,Others,b notic tell everi time gulp water lie cover dri mouth get poker player kinsella sell ever sinc regularli trash own asper nation post elxn43 cdnpoli
820,Negative,Scandal,b kinsella amp cpc expos wonder harass think hey mayb ethnic polish jew mother realli xe2 x80 x99t nazi fascist xf0 x9f xa4 xb7 xe2 x80 x8d xe2 x99 x80 xef xb8 x8f vangran cdnpoli elxn43 think got
821,Negative,Others,b obvious ask abl give xf0 x9f xa4 xb7 xe2 x80 x8d xe2 x99 x82 xef xb8 x8f n n elxn43
822,Negative,Scandal,b oh canadavotes2019 pl keep american canadian polit elxn43 scheerrepublican scheercut scheerhypocrisi scheerdisast scheerdesper arrog reek trump style polit cdnpoli bcpoli onpoli quepoli
823,Negative,Scandal,b oh gt scheer refus say whether tori hire strategist xe2 x80 x98seek destroy xe2 x80 x99 peopl xe2 x80 x99 parti cdnpoli elxn43 chooseforward
824,Negative,Others,b oh look anoth poll fail faron elli n n yql elxn43 cdnpoli
825,Negative,Tell lies,b omfg never even thought wonder yanke doodl andi desper make lie lie tri hurt trudeau 0 credenti get real job xe2 x80 x99t becom pm excel n n elxn43
826,Negative,Others,b monday ignor complet nonsens n n elxn43 cdnpoli
827,Negative,Tell lies,b head bc feder labour saw ndp leader jagmeet singh picket line support worker sold elxn43 n elxn2019 n n
828,Negative,Separation,b upon time qu xc4 x97bec alberta alli feder secess talk air alberta movement born qu xc3 xa9bec cdnpoli elxn43 ableg
829,Negative,Scandal,b one public proven conserv scandal robo call scandal deliber sent voter wrong vote station brilliant strategist cpc offer servic elect n cdnpoli elxn43 scheerdisast
830,Negative,Scandal,b one question cdnmedia nwhere f ck n nattack democraci way bigger sock amp snc noth cya move n nyou fail canadian xf0 x9f x87 xa8 xf0 x9f x87 xa6 n n elxn43 cdnpoli
831,Negative,Scandal,b oop andrew scheer hop bed warren kinsella talk tail dog n cdnpoli elxn43
832,Negative,Separation,b feder politician regardless stripe allow canada hijack separatist extremist quebec canadadeservesbett cdnpoli canpoli elxn43 elxn2019 canadavotes2019 canadaelection2019 cdnvote2019
833,Negative,Healthcare,b individu medic right freedom strip away vote ppc2019 elxn43 tell bigpharma get ottawa
834,Negative,Others,b peopl vy head canada afraid quebec extremist like blanchet polit boss legault never make argument feder canada deserv pm countri cdnpoli canpoli elxn43 elxn2019
835,Negative,Tell lies,b politician drink water lie give hydrat bad name elxn43
836,Negative,Others,b postmedia deserv far wors scrutini n elxn43 cdnpoli n defundcbc boycottpostmedia
837,Negative,Scandal,b postmedia inc sun chain often rail foreign interfer affair fact own american hedg fund cdnpoli elxn43
838,Negative,Climate Problem,b postmedia xe2 x80 x99 endors editori everi nonsens tori talk point xe2 x80 x9cthe lib havent reach climat chang goal elect parti xe2 x80 x99t even tri trudeau xe2 x80 x99t get reconcili first nation elect parti want go war xe2 x80 x9d elxn43
839,Negative,Scandal,b ppc leader say ppc file complaint elect canada cpc want know fund campaign rhino candid beauc also name maxim bernier cdnpoli elxn43 n n
840,Negative,Scandal,b pretti sure tradit way form govern first scandal elxn43 canpoli
841,Negative,Scandal,b prime minist andrew scheer launch judici inquiri trudeau snc obstruct justic scandal elxn43 xc2 xa0 cdnpoli kinsellag singh trudeamustgo n n
842,Negative,Others,b progress zero boundari come win power n n trudeaumustgo trudeaucorrupt n n elxn43 cdnpoli
843,Negative,Others,b protip n nrebel hire best n nrebel personnel routin made look foolish children elxn43 cdnpoli
844,Negative,Others,b question cpc voter vote cpc scheer monday n n voter make comment vote may may engag n n kinsellag kinsella elxn43 cdnpoli chooseforward
845,Negative,Scandal,b question linger xe2 x80 x99 repeat non denial denial whether tori paid lobbi firm discredit elxn43 n n
846,Negative,Tell lies,b rat fuck write column cdnmedia big deal cdnpoli elxn43
847,Negative,Tell lies,b read thread ndp platform bunk read platform cdnpoli elxn43 chooseforward
848,Negative,Tell lies,b realli mi disinform becom ridicul elxn43 cdnpoli
849,Negative,Tell lies,b rememb fake post bot anyth els consider chang mind make believ lie strateg forgo intellect trust believ amp valu favour stop idiot n n elxn43 n cdnpoli
850,Negative,Others,b rememb media democraci amp free elect xe2 x80 x99t want canadian 2decid throw crap us final day see stick influenc voter fenc xe2 x80 x99t take anyth say gospel next day vote elxn43 cpc
851,Negative,Others,b rememb also use kinsellag jwr philpott leak cabinet info amp wors deplor elxn43
852,Negative,Healthcare and Marijuana,b remind undecid vote left elxn43 95 year could legalis marijuana chooseforward
853,Negative,Women Reproductive right and Racism,b reproduct right whether within canada oversea result foreign aid polici safe conserv form govern period elxn43
854,Negative,Tell lies,b ridicul vote liber first past post promis end last time like reward promis end blood ban n n elxn43 cdnpoli canada
855,Negative,Climate Problem,b say goodby oilpatch boy amp girl elxn43
856,Negative,Tell lies,b scheer terribl liar xf0 x9f x98 x82 pull convinc lie mom ask ate cooki child ye ye eat xf0 x9f x8d xaa cdnpoli elxn43
857,Negative,Others,b scheer insipid traitor weasel n scheerli scheerdisast n nocpc cdnpoli elxn43
858,Negative,Scandal,b scheer xe2 x80 x99t say conserv hire consult xe2 x80 x99destroy xe2 x80 x99 peopl xe2 x80 x99 parti n elxn43 cdnpoli abc countryoverparti
859,Negative,Scandal,b scheer xe2 x80 x99t say conserv hire kinsella firm xe2 x80 x98seek destroy xe2 x80 x99 bernier xe2 x80 x99 peopl xe2 x80 x99 parti via cdnpoli elxn43
860,Negative,Others,b secur border nif bullshit xe2 x80 x99t stop xe2 x80 x99 time citizen defend border amp countri n cdnpoli elxn43
861,Negative,Scandal,b seem media pile scheer amp conserv last coupl day elect must know someth amp scare elxn43
862,Negative,Others,b serious strategi guy look kenney warroom xe2 x80 x99ll train tactic opposit post elect want send messag cdnvoter xe2 x80 x99t toler bull lose cdnpoli elxn43
863,Negative,Tell lies,b sheer unfit lead asid xe2 x80 x99t see media hold trudeau account like deflect question cdnelxn2019 elxn43 cdnpoli
864,Negative,Scandal,b kinsella fire conflict interest prosecut interf feder elect n n elxn43 cndpoli ppc2019 kinsellout
865,Negative,Others,b shoutout canadian nerd get stress fate countri get star war ticket monday elxn43
866,Negative,Tell lies,b sick fake news semi crash leak petroleum product look report damag area 10 ab realli think dumb anyon think cbc still legit cndpoli elxn43 defundcbc
867,Negative,Others,b silli hope strateg vote elect would includ defeat well elxn43
868,Negative,Scandal,b singh respond stori conserv hire consult xe2 x80 x9cdestroy xe2 x80 x9d ppc n xe2 x80 x9cwith respect plan subvert anoth parti paid anoth parti cdn would troubl thing conserv go respond xe2 x80 x9d canadavot elxn43
869,Negative,Scandal,b hire firm tri destroy ppc swing vote toward cpc n nscheer also blatantli lie parti rais gst n nand trudeau untrustworthi one n n elxn43 n cdnpoli
870,Negative,Tell lies,b lie got call lie reject lie xe2 x80 x9cdoesn xe2 x80 x99t trust trudeau xe2 x80 x9d xe2 x80 x99re offici trump territori folk cdnpoli elxn43 scheernonsens
871,Negative,Scandal,b time kinsella actual paid like apolog think person bad person job scheer pay n cdnpoli elxn43 kinsellag scheerkinsella kinsellasnc
872,Negative,Scandal,b get democrat reform actual n
873,Negative,Others,b attempt connect young peopl via social media half bake attempt thru polici elxn43 n n
874,Negative,Scandal,b canadian trumpti dumpti show true colour hire firm dig dirt oppon n cdnpoli elxn43 itsourvot chooseforward
875,Negative,Scandal,b ppc realli bad media paint know interview come end scheer take swig water n n sipandrun andrewsch warrenkinsella maximeberni elxn43 cdnpoli canadavot
876,Negative,Separation,b last 2 day elect new govern peopl wonder alberta sask part manitoba suggest separ mayb xe2 x80 x99 leader confirm unimport cdnpoli cdnmedia elxn43
877,Negative,Others,b common sens come vancouv normal goe die n n bcpoli vanpoli yvr victoriabc burnabi richmondbc britishcolumbia abpoli polqc quebec ontario ottawa onpoli topoli canpoli cdnpoli xc2 xa0 polit elxn43
878,Negative,Others,b peopl slower learner other xf0 x9f x99 x84 took media four year notic justin trudeau never directli answer question ever n elxn43 trudeamustgo
879,Negative,Others,b someon need stop ppl wrong n elxn43 cdnpoli itsourvot prochoic
880,Negative,Scandal,b sorri look good miltonon great guy hell would vote could plu cancer sexi comment pretti stupid mayb could insur secretari lose monday buhbyelisa elxn43
881,Negative,Others,b stop ask click bait question ask shit canadian realli care n complic n n elxn43
882,Negative,Scandal,b sun scribe kinsella hire take bernier conserv cdnpoli cdnmedia elxn43
883,Negative,Scandal,b surpris american hedg fund control newspap chain link nation enquir yet support lie homophob misogynist insur clerk oil shill run canada cdnpoli elxn43
884,Negative,Economy,b take credit economi like claim control tide use public money buy pipelin neg posit also pretti thin four year govern forgot fakeleg elxn43 cdnpoli
885,Negative,Tell lies,b constant headshak talk scheertel cdnpoli elxn43
886,Negative,Scandal,b damn left wing media canada elxn43 cdnpoli
887,Negative,Others,b settl god exist cdnpoli elxn43
888,Negative,Healthcare and Marijuana,b xe2 x80 x99 chuck rifici cfo liber parti canada pose lambo n nhe like numer liber got rich knew trudeau would legal weed n nnow everi provinc sell everi compani grow lose million one buy n n elxn43 cdnpoli
889,Negative,Others,b muh freez peach crowd epic cri repli pretti laughabl clearli joke sorri hurt fee fee jfc conserv biggest crybulli earth cdnpoli elxn43
890,Negative,Scandal,b subvert canadian democraci paid kinsellout smear pcc racist sold soul devil tri win beyond moral corrupt point moral devoid voteppc elxn43
891,Negative,Others,b bigger stori bernier one routin mo need turf peopl altogeth canada xe2 x80 x99re worthi serv us great countri n n truestori factsmatt n cdnvote2019 elxn43 n canadavot elxn2019 n itsourvot chooseforward
892,Negative,Tell lies,b conserv parti xe2 x80 x99 come stephen harper american think tank influenc white nationalist parti canada spent campaign call peopl name smear opposit talk littl polici possibl n n cdnpoli elxn43
893,Negative,Others,b issu caught attent elxn43 somehow bore trivial substanc account look like
894,Negative,Others,b kind logic defi belief elxn43
895,Negative,Tell lies,b liber parti canda alway bastion fake progressiv elxn43 cdnpoli n
896,Negative,Tell lies,b messag behind xe2 x80 x9cget ahead xe2 x80 x9d lawn sign infuriatingli selfish exactli wrong mindset get collect troubl elxn43
897,Negative,Climate Problem,b peopl oppos fight climat crisi peopl use return vh blockbust without rewind first elxn43
898,Negative,Economy,b trudeau ndp coalit coalit xe2 x80 x99t afford radic posit pipelin develop mean fewer job canadian less futur revenu put toward health care educ social servic across canada cdnpoli elxn43
899,Negative,Scandal,b goe freedom speech xe2 x80 x99t elect xe2 x98 xb9 xef xb8 x8fwake canada jagmeet justin ruin canada know love trudeaumustgo elxn43
900,Negative,Tell lies,b way ontario vote parti threw year ago liber ontario fool left toronto council amp gullibl enough believ lie trudeaumustgo cdnpoli elxn43 racism fakefemin scheer4pm
901,Negative,Economy,b noth trudeau four year slightest influenc gdp job claim otherwis make thing economi tank trudeau cultist troll would blame extern factor cdnpoli elxn43
902,Negative,Others,b crook andi amp walk crook mile nhe found crook looni crook cpc sign nhe bought crook cat name warren crook lous nand live togeth littl crook opposit leader xe2 x80 x99 hous n n cdnpoli elxn43 dirtypolit
903,Negative,Scandal,b elxn43 difficult alberta famili know least one former calgari resid 80 xe2 x80 x99 vote liber winnipeg xe2 x80 x99m afraid bring polit famili mani time punch gut
904,Negative,Tell lies,b also unequivoc explain brownfac photo gutter polit rebel media hamish marshal absolut garbag n nandrew scheer cpc trust n n cdnelxn2019 elxn43 cdnpoli
905,Negative,Others,b elect anger especi toward cpc coyn make good point monday interest day histori get vote elxn43 abpoli
906,Negative,Scandal,b gang thug desper manipul elect profit invad stealth corrupt gov exploit peopl resourc predatortycapit new canadian need wake votingliber major step right direct elxn43
907,Negative,Climate Problem,b must view climat crisi real even implement aggress polici chang take year resolv vote elxn43 cdnpoli
908,Negative,Women Reproductive right and Racism,b racist dogwhistl disappoint embarrass see elizabeth may xe2 x80 x9clike xe2 x80 x9d cdnpoli elxn43
909,Negative,Others,b outrag stop poll monday stopscheer chooseforward elxn43 elxn2019
910,Negative,Others,b beyond scari n n cdnpoli elxn43
911,Negative,Others,b disgust elxn43
912,Negative,Others,b get ridicul elxn43 cdnpoli
913,Negative,Others,b highli crappi even context complet crappi elect xf0 x9f x92 xa9 cdnpoli elxn43
914,Negative,Others,b plain wrong amp therefor incred mislead green lpc amp ndp section platform specif focus provid transit support parti xe2 x80 x99t cpc 1 cdnpoli elxn43 ableg abpoli yyc yeg
915,Negative,Tell lies,b outrag scheerli never end canada n n xe2 x80 x9che damag xc2 xa0ther mani canadian believ say true professor peter russel n n cdnpoli xc2 xa0 elxn43 xc2 xa0 cpc lie period lpc ndp greenparti onpoli
916,Negative,Scandal,b choic canadian voter must make elect day whether want someon investig rcmp obstruct justic accus child sex offend amp moral repugn repres amp canada next 4 year elxn43 cdnpoli
917,Negative,Tell lies,b vote vote conserv lie fraud denial abpoli ableg elxn43
918,Negative,Others,b peopl want chang vote corpor duopoli xe2 x80 x99t benefit cdnpoli elxn43
919,Negative,Tell lies,b make mad nail disrespect countri basic say need remind n ntwo sleep want xf0 x9f x87 xa8 xf0 x9f x87 xa6 back n trudeaumustgo n jagmeetmustgo n scheer4pm n elxn43
920,Negative,Others,b man lead anyth period cdnpoli xc2 xa0 elxn43
921,Negative,Others,b may may worst answer entir campaign n n offer comment contract may may exist vendor may may relationship n elxn43
922,Negative,Tell lies,b oprah style polit get car get car result one day open garag door noth garag elxn43
923,Negative,Women Reproductive right and Racism,b whole thread make happi n nif feel bleak wake racist prime minist tuesday come join us feel good futur bubbl xf0 x9f xa7 xa1 elxn43 cdnpoli
924,Negative,Others,b nail coffin sever candid well done elxn43 kinsellag
925,Negative,Women Reproductive right and Racism,b thread n nsinc 2003 6 antichoic bill introduc cpc mp made vote hous common support bill almost entir cpc mp n elxn43 cdnpoli
926,Negative,Others,b think could avoid stupid lpc cpc votendp n uprisingh cdnpoli elxn43
927,Negative,Others,b would us panic prospect coalit govern almost world democraci coalit govern time includ madcap nation switzerland elxn43
928,Negative,Others,b toddler inform xe2 x80 x99 prime minist canceleday elxn43
929,Negative,Scandal,b bad liber cabinet minist amp mp stood parti leader instead canadian n nwe could proportionalrepresent n nmake mp account peopl elect n n cdnpoli elxn43
930,Negative,Separation,b rich hear condemn polit fear divis way rich cabinet minist tweet bs nearli everi day campaign cdnpoli elxn43
931,Negative,Others,b traitor alberta cdnpoli elxn43
932,Negative,Women Reproductive right and Racism,b translat pleas stop talk racist xe2 x80 x99 job n elxn43
933,Negative,Economy,b trudeau add 20 billion year debt platform 48 hour elxn43 time n nso trudeau budget deficit 2020 project 47 billion n nthi ad new interest cost debt like bump 50 b n nthen cancel tmx pipelin xf0 x9f xa4 xa6 xe2 x80 x8d xe2 x99 x82 xef xb8 x8f xf0 x9f xa4 xa6 xe2 x80 x8d xe2 x99 x82 xef xb8 x8f
934,Negative,Tell lies,b trudeau afraid answer question tri avoid lie scheer plain lie wonder singh blanchet seen attract option mani demonstr honesti campaign elxn43
935,Negative,Climate Problem,b trudeau said proud activist candid whose main goal block pipelin shut energi develop n nif question remain whether trudeau support western canada n n ultimatehypocrit trudeaumustgo elxn43
936,Negative,Scandal,b trudeau liber want continu deni right freedom belief express n npunish tri thousand vulner lost need servic food shelter due unconstitut religi attest n nintoler liber declin xf0 x9f x87 xa8 xf0 x9f x87 xa6 democraci elxn43
937,Negative,Scandal,b trudeau spent week tri shore candid doubt troubl scheer embroil anoth scandal time kinsella involv never lpc cpc fallen like close elect monday go drama elxn43
938,Negative,Others,b true nhe usual respond minut nnot sound nalot conserv silent today n n cdnpoli onpoli polqc bcpoli abpoli elxn43
939,Negative,Tell lies,b turn two six parti mention cycl platform n elxn43 elxn2019 election2019 n
940,Negative,Others,b unfit prime minist cdnpoli elxn43 scheerstupid
941,Negative,Tell lies,b elxn43 one never associ sip water abject lie n thirstysch n scheerhamishkinsellag n n cdnpoli n chooseforward n voteliber xf0 x9f x87 xa8 xf0 x9f x87 xa6
942,Negative,Others,b disappoint halifax candid failur state posit new goldmin novascotia amp canada includ min seriou amp candid hid elxn43
943,Negative,Others,b vote scheerdisast quit clearli right choic canada cdnpoli elxn43 onpoli chooseforward
944,Negative,Others,b vote law face fine 50 000 5 year jail n n cdnpoli elxn43 electionsact dyk
945,Negative,Others,b wait minut told violenc gun issu could possibl assault happen without firearm present n nmale femal violenc without gun unbeliev n n triggerchang cdnpoli elxn43 gun trudeaumustgo
946,Negative,Scandal,b wait polit parti paid peopl dig social media dirt anoth parti xe2 x80 x99 candid n n clutch pearl monocl pop elxn43
947,Negative,Scandal,b wanna bet lpc out cpc one xf0 x9f x99 x84 kinsellag n nthese ppl play us voter caus think xe2 x80 x99d intel n nsuch corrupt xf0 x9f xa4 xa2effinggggg xf0 x9f xa4 xae n n n cdnelxn2019
948,Negative,Others,b want play game call may may n ni may may gay alien outer space xf0 x9f x8f xb3 xef xb8 x8f xe2 x80 x8d xf0 x9f x8c x88 xf0 x9f x91 xbd n elxn43 mayormaynot scheerdisast
949,Negative,Tell lies,b warren kinsella con man ethic rude overli self absorb typic loser slither spotlight spotlight stay relev personifi arrog lack moral imo elxn43
950,Negative,Scandal,b warren kinsella xe2 x80 x99 firm hire xe2 x80 x99 conserv parti xe2 x80 x9cseek destroy xe2 x80 x9d xe2 x80 x99 ppc parti kinsella also work briefli elizabeth may green parti elect cdnpoli elxn43 n
951,Negative,Others,b leader conserv parti okay foolish amateur n n daisygroup elxn43 tlmep pcc cdnpoli polcan electionscanada n n xe2 xac x87 xef xb8 x8f n n
952,Negative,Tell lies,b watch sheeramerican lie avoid deflect question make blood boil xe2 x9d xa4 xef xb8 x8f xf0 x9f x87 xa8 xf0 x9f x87 xa6 abc make sens strateg ride pleas chooseforward voteliber elxn43
953,Negative,Others,b watch bernier noon news nshame sheer cpc n elxn43
954,Negative,Others,b way go endors candid lose ton subscrib way sink ship cdnpoli elxn43
955,Negative,Tell lies,b xe2 x80 x99t tell children eat cotton candi realli want eat carrot elxn43 cdnpoli voteabra
956,Negative,Scandal,b cannot comment whether hire dirti work express condit could trace back say worth everi penni got caught trace back makecanadaamerica elxn43 cdnpoli
957,Negative,Tell lies,b need public inquiri kid elxn43
958,Negative,Climate Problem,b need take contamin serious n ngreen parliament fight n xf0 x9f x8c x8efulli restor canadian environment assess act n xf0 x9f x8c x8eban singl use plastic 2022 n xf0 x9f x8c x8edevelop clean drink water strategi n xf0 x9f x8c x8eincreas protect water land 2030 n n cdnpoli elxn43
959,Negative,Others,b snuck chooseforward elxn43
960,Negative,Others,b well speak volum n trudeaumustgo save xf0 x9f x87 xa8 xf0 x9f x87 xa6 n cdnpoli elxn43 n trudeau blackfac snclavalinscand
961,Negative,Scandal,b blow mind conserv troll blind realli want defund cbc despit object broadcast n elxn43 cdnpoli n defundcbc boycottpostmedia
962,Negative,Others,b say leader roll mud kind govern expect andrew scheer n n elxn43 cdnpoli
963,Negative,Scandal,b need know american andrew scheer disqualifi pm race cpc need investig n cdnpoli elxn43 nocpc
964,Negative,Scandal,b whatev result monday xe2 x80 x99 elect fear polit discours provinc irrepar damag n cdnpoli elxn43 n
965,Negative,Scandal,b andrewsch xe2 x80 x99 non answer hurt poll number team amend repli abort right xe2 x80 x9cperson xe2 x80 x99t believ hire peopl engag nixonian dirti trick campaign cpc team member xe2 x80 x99t oppos xe2 x80 x9d elxn43
966,Negative,Tell lies,b even support question honesti integr elxn43 cdnelxn2019
967,Negative,Scandal,b jt show sock know feel good bad sign liber trudeaumustgo cdnelxn2019 elxn43
968,Negative,Scandal,b peopl say mainstream media liber bias n n elxn43 cdnpoli
969,Negative,Scandal,b think kinsella toronto sun keep mind n nthe major owner postmedia foreign hedg fund run guy describ vultur n n elxn43
970,Negative,Scandal,b work opinion columnist report newspap ethic thing disclos work polit parti done keep integr paper imparti sun need answer knew wk work scheer elxn43
971,Negative,Others,b amp vote monday xe2 x9d x93 n nget info need set vote plan elect day xe2 x9e xa1 xef xb8 x8f amp stop scheercut stop conserv take xf0 x9f x87 xa8 xf0 x9f x87 xa6 backward n n chooseforward elxn43 cdnpoli
972,Negative,Scandal,b canadian cdnmedia shock hire dirti deed also hire hamish marshal former boss gavin mcinn founder hate group proud boy creator video 10 thing hate jew elxn43 cdnpoli
973,Negative,Economy,b canadian pay pmo spew rubbish amp defi constitut n nwho charg canadian 80k move ncr repaid 23k xe2 x80 x9cunreason xe2 x80 x9d made public liber way n n4 year liber corrupt canadian deserv better elxn43
974,Negative,Healthcare,b mani peopl want guy pm nhe proven underhand liar nhe intent transpar canadian nhe promis cut healthcar infrastructur mean fewer job nwhat peopl see n cdnelxn2019 elxn43
975,Negative,Scandal,b next prime minist canada n nhe offer black brown face scandal silver platter n nyet guy took part n neven discourag peopl sake victim n n polcan elxn43
976,Negative,Others,b need conserv major n elxn43
977,Negative,Tell lies,b would mckenna think chr xc3 xa9tien could save campaign bird feather broken promis cynic ottawacentr cdnpoli elxn43
978,Negative,Others,b would elect night star war trailer elxn43
979,Negative,Others,b rosi barton cri air monday night n n elxn43 trudeaumustgo defundcbc
980,Negative,Others,b conserv see get star nand get littl elxn43 cdnpoli
981,Negative,Others,b except peopl deep throe polit derang syndrom elxn issu strateg vote xf0 x9d x90 x88 xf0 x9d x90 xad xf0 x9d x90 xa2 xf0 x9d x90 xac xf0 x9d x90 x9a xf0 x9d x90 x9b xf0 x9d x90 xa8 xf0 x9d x90 xae xf0 x9d x90 xad xf0 x9d x90 xb0 xf0 x9d x90 xa1 xf0 x9d x90 xa2 xf0 x9d x90 x9c xf0 x9d x90 xa1 xf0 x9d x90 xa9 xf0 x9d x90 x9a xf0 x9d x90 xab xf0 x9d x90 xad xf0 x9d x90 xb2 xf0 x9d x90 xb0 xf0 x9d x90 xa2 xf0 x9d x90 xa5 xf0 x9d x90 xa5 xf0 x9d x90 x9d xf0 x9d x90 xa8 xf0 x9d x90 xad xf0 x9d x90 xa1 xf0 x9d x90 x9e xf0 x9d x90 xa5 xf0 x9d x90 x9e xf0 x9d x90 x9a xf0 x9d x90 xac xf0 x9d x90 xad xf0 x9d x90 x9d xf0 x9d x90 x9a xf0 x9d x90 xa6 xf0 x9d x90 x9a xf0 x9d x90 xa0 xf0 x9d x90 x9e xf0 x9d x90 xad xf0 x9d x90 xa8 xf0 x9d x90 x82 xf0 x9d x90 x9a xf0 x9d x90 xa7 xf0 x9d x90 x9a xf0 x9d x90 x9d xf0 x9d x90 x9a n n elxn43
982,Negative,Scandal,b woke news appar total ok hire firm slander defam xe2 x80 x99 2019 offici hate elxn43
983,Negative,Tell lies,b wonder scheer campaign xe2 x80 x99t take question tomorrow stori xe2 x80 x99t go away especi disastr non respons today handler make stori wors sound bite aw cdnpoli elxn43
984,Negative,Economy,b would mr scheer ask thought harper decis cut gst good one xe2 x80 x99d assert direct caus 160b harper addit feder debt even ian brodi admit poor polici cdnpoli elxn43
985,Negative,Scandal,b xe2 x80 x99t better polit parti xe2 x80 x9cdestroy xe2 x80 x9d base polici offer instead use shadi underhand tactic yearningforabygoneera elxn43 cdnpoli
986,Negative,Scandal,b wow sheila sound like defam n nimagin think woman share view husband n nimagin think xe2 x80 x99re help libel languag n nhow dare n n elxn43
987,Negative,Others,b wow elizabeth may like stupid tweet cdnpoli elxn43
988,Negative,Scandal,b wow horgan sight wonder long would tri bask jagmeet glow elxn43 bcpoli elxn2019
989,Negative,Tell lies,b wow lot bigger lie insur broker folk elxn2019 cdnelxn2019 elxn43
990,Negative,Tell lies,b wowser nlook like cbc globe reli liber oper histori theft antisemit remark sourc kinsella stori n cdnpoli elxn43
991,Negative,Economy,b wrong n nyou xe2 x80 x99re one use alberta punch bag prey local fear tell thing get better worship die industri xf0 x9f xa4 xa6 xe2 x80 x8d xe2 x99 x82 xef xb8 x8f n neven calgari edmonton tri distanc alberta xf0 x9f xa4 xb7 xe2 x80 x8d xe2 x99 x82 xef xb8 x8f n n cdnpoli ableg elxn43
992,Negative,Tell lies,b yay nice see pushback lie attempt andrew scheer bullshit report canadian everi time get difficult question sip water lie xe2 x80 x9cwhat rule xe2 x80 x9d inde cdnpoli elxn43
993,Negative,Others,b ye want afford futur canada becom afford gone trudeaumustgo canada election2019 elxn43 cdnpoli
994,Negative,Tell lies,b ye stori elxn43 cdnpoli
995,Negative,Others,b ye doubt busi schedul last minut liber troll order tri secur second term teamblackfac promis senat seat cdnpoli elxn43
996,Negative,Economy,b ye liber xe2 x80 x99t get major ndp ask pipelin 1st trudeau get excus cancel amp canada xe2 x80 x99 economi decim xe2 x80 x99 riski vote liber elect elxn2019 elxn43 canpoli need explain cut wont affect servic
997,Negative,Women Reproductive right and Racism,b yet andrew scheer maintain expect us believ issu close anti abort activist right women make choic remain activ conserv parti canada xe2 x80 x99t say xe2 x80 x99t warn cdnpoli elxn43
998,Negative,Women Reproductive right and Racism,b yet anoth exampl constant danger conserv pose right freedom women elxn43
999,Negative,Others,b sort betray memori fought freedom cdnpoli elxn43 n nthe abil vote far better abil vote
1000,Negative,Tell lies,b alway tell person good campaign stupid statement n ni thought overblown end dumb mistak make say respect conserv n nsmart move n n cdnpoli elxn43
1001,Negative,Tell lies,b vote dishonest slander politician alway choos polit differ octob 21st xf0 x9f x87 xa8 xf0 x9f x87 xa6 cdnpoli elxn43
1002,Negative,Others,b xe2 x80 x99t supervillain elect fail job n n elxn43
1003,Negative,Climate Problem,b care limit climatechang wonder parti vote elxn43 climat scientist delin six main parti propos term climat polici tell one actual cut co2 emiss
1004,Negative,Scandal,b know good enough job smear campaign right cdnpoli elxn43 bernier file complaint elect watchdog profession smear campaign parti cbc news
1005,Negative,Scandal,b miss comment deflect issu answer best respons like agent gave ask hire guess matter go bad wors anoth deflect cdnpoli elxn2019 elxn43 canadavot
1006,Negative,Women Reproductive right and Racism,b yup go reopen abort debat xf0 x9f x98 x8f n elxn43 scheerli scheerhypocrisi
